"","State","Year","month","checks"
"1344","Nebraska",2018,"Jun",4418
"1345","Nebraska",2018,"Jul",4220
"1346","Nebraska",2018,"Aug",4456
"1347","Nebraska",2018,"Sep",4763
"1348","Nebraska",2018,"Oct",6358
"1349","Nebraska",2018,"Nov",7306
"1350","Nebraska",2018,"Dec",7870
"1351","Nevada",2018,"Jan",9952
"1352","Nevada",2018,"Feb",12407
"1353","Nevada",2018,"Mar",14322
"1354","Nevada",2018,"Apr",11470
"1355","Nevada",2018,"May",10327
"1356","Nevada",2018,"Jun",9442
"1357","Nevada",2018,"Jul",8903
"1358","Nevada",2018,"Aug",9350
"1359","Nevada",2018,"Sep",8486
"1360","Nevada",2018,"Oct",8971
"1361","Nevada",2018,"Nov",10787
"1362","Nevada",2018,"Dec",13017
"1363","New Hampshire",2018,"Jan",8758
"1364","New Hampshire",2018,"Feb",11486
"1365","New Hampshire",2018,"Mar",14184
"1366","New Hampshire",2018,"Apr",11372
"1367","New Hampshire",2018,"May",9875
"1368","New Hampshire",2018,"Jun",8511
"1369","New Hampshire",2018,"Jul",8029
"1370","New Hampshire",2018,"Aug",9005
"1371","New Hampshire",2018,"Sep",9009
"1372","New Hampshire",2018,"Oct",9364
"1373","New Hampshire",2018,"Nov",10049
"1374","New Hampshire",2018,"Dec",11247
"1375","New Jersey",2018,"Jan",8010
"1376","New Jersey",2018,"Feb",8459
"1377","New Jersey",2018,"Mar",10195
"1378","New Jersey",2018,"Apr",8958
"1379","New Jersey",2018,"May",8037
"1380","New Jersey",2018,"Jun",7413
"1381","New Jersey",2018,"Jul",6857
"1382","New Jersey",2018,"Aug",7216
"1383","New Jersey",2018,"Sep",6138
"1384","New Jersey",2018,"Oct",6718
"1385","New Jersey",2018,"Nov",7339
"1386","New Jersey",2018,"Dec",7784
"1387","New Mexico",2018,"Jan",11783
"1388","New Mexico",2018,"Feb",15891
"1389","New Mexico",2018,"Mar",18357
"1390","New Mexico",2018,"Apr",12859
"1391","New Mexico",2018,"May",11432
"1392","New Mexico",2018,"Jun",11259
"1393","New Mexico",2018,"Jul",10485
"1394","New Mexico",2018,"Aug",12038
"1395","New Mexico",2018,"Sep",11160
"1396","New Mexico",2018,"Oct",11295
"1397","New Mexico",2018,"Nov",14338
"1398","New Mexico",2018,"Dec",15956
"1399","New York",2018,"Jan",26079
"1400","New York",2018,"Feb",31129
"1401","New York",2018,"Mar",37050
"1402","New York",2018,"Apr",33326
"1403","New York",2018,"May",25621
"1404","New York",2018,"Jun",23921
"1405","New York",2018,"Jul",22405
"1406","New York",2018,"Aug",27145
"1407","New York",2018,"Sep",29374
"1408","New York",2018,"Oct",32273
"1409","New York",2018,"Nov",33969
"1410","New York",2018,"Dec",36322
"1411","North Carolina",2018,"Jan",43439
"1412","North Carolina",2018,"Feb",53082
"1413","North Carolina",2018,"Mar",61950
"1414","North Carolina",2018,"Apr",47770
"1415","North Carolina",2018,"May",43211
"1416","North Carolina",2018,"Jun",37350
"1417","North Carolina",2018,"Jul",35244
"1418","North Carolina",2018,"Aug",39800
"1419","North Carolina",2018,"Sep",29572
"1420","North Carolina",2018,"Oct",39478
"1421","North Carolina",2018,"Nov",47992
"1422","North Carolina",2018,"Dec",51028
"1423","North Dakota",2018,"Jan",4388
"1424","North Dakota",2018,"Feb",5116
"1425","North Dakota",2018,"Mar",6803
"1426","North Dakota",2018,"Apr",5793
"1427","North Dakota",2018,"May",4539
"1428","North Dakota",2018,"Jun",4124
"1429","North Dakota",2018,"Jul",3791
"1430","North Dakota",2018,"Aug",4700
"1431","North Dakota",2018,"Sep",5226
"1432","North Dakota",2018,"Oct",6188
"1433","North Dakota",2018,"Nov",5861
"1434","North Dakota",2018,"Dec",5805
"1435","Ohio",2018,"Jan",52079
"1436","Ohio",2018,"Feb",73240
"1437","Ohio",2018,"Mar",91247
"1438","Ohio",2018,"Apr",65456
"1439","Ohio",2018,"May",51734
"1440","Ohio",2018,"Jun",47756
"1441","Ohio",2018,"Jul",45689
"1442","Ohio",2018,"Aug",50289
"1443","Ohio",2018,"Sep",45698
"1444","Ohio",2018,"Oct",51806
"1445","Ohio",2018,"Nov",69894
"1446","Ohio",2018,"Dec",72587
"1447","Oklahoma",2018,"Jan",23460
"1448","Oklahoma",2018,"Feb",31763
"1449","Oklahoma",2018,"Mar",35317
"1450","Oklahoma",2018,"Apr",25345
"1451","Oklahoma",2018,"May",21697
"1452","Oklahoma",2018,"Jun",22471
"1453","Oklahoma",2018,"Jul",19932
"1454","Oklahoma",2018,"Aug",24190
"1455","Oklahoma",2018,"Sep",22160
"1456","Oklahoma",2018,"Oct",27641
"1457","Oklahoma",2018,"Nov",37716
"1458","Oklahoma",2018,"Dec",40599
"1459","Oregon",2018,"Jan",27037
"1460","Oregon",2018,"Feb",32397
"1461","Oregon",2018,"Mar",41616
"1462","Oregon",2018,"Apr",32494
"1463","Oregon",2018,"May",28305
"1464","Oregon",2018,"Jun",26685
"1465","Oregon",2018,"Jul",23171
"1466","Oregon",2018,"Aug",25648
"1467","Oregon",2018,"Sep",26644
"1468","Oregon",2018,"Oct",27591
"1469","Oregon",2018,"Nov",31878
"1470","Oregon",2018,"Dec",36216
"1471","Pennsylvania",2018,"Jan",78428
"1472","Pennsylvania",2018,"Feb",98075
"1473","Pennsylvania",2018,"Mar",123031
"1474","Pennsylvania",2018,"Apr",91401
"1475","Pennsylvania",2018,"May",75296
"1476","Pennsylvania",2018,"Jun",71106
"1477","Pennsylvania",2018,"Jul",66391
"1478","Pennsylvania",2018,"Aug",74944
"1479","Pennsylvania",2018,"Sep",70420
"1480","Pennsylvania",2018,"Oct",80946
"1481","Pennsylvania",2018,"Nov",93168
"1482","Pennsylvania",2018,"Dec",98737
"1483","Puerto Rico",2018,"Jan",2022
"1484","Puerto Rico",2018,"Feb",2076
"1485","Puerto Rico",2018,"Mar",2072
"1486","Puerto Rico",2018,"Apr",2224
"1487","Puerto Rico",2018,"May",2616
"1488","Puerto Rico",2018,"Jun",2522
"1489","Puerto Rico",2018,"Jul",2268
"1490","Puerto Rico",2018,"Aug",2816
"1491","Puerto Rico",2018,"Sep",2490
"1492","Puerto Rico",2018,"Oct",2760
"1493","Puerto Rico",2018,"Nov",3014
"1494","Puerto Rico",2018,"Dec",2395
"1495","Rhode Island",2018,"Jan",1882
"1496","Rhode Island",2018,"Feb",2646
"1497","Rhode Island",2018,"Mar",3528
"1498","Rhode Island",2018,"Apr",2332
"1499","Rhode Island",2018,"May",1887
"1500","Rhode Island",2018,"Jun",1685
"1501","Rhode Island",2018,"Jul",1472
"1502","Rhode Island",2018,"Aug",1733
"1503","Rhode Island",2018,"Sep",1621
"1504","Rhode Island",2018,"Oct",1914
"1505","Rhode Island",2018,"Nov",2134
"1506","Rhode Island",2018,"Dec",2196
"1507","South Carolina",2018,"Jan",22311
"1508","South Carolina",2018,"Feb",28968
"1509","South Carolina",2018,"Mar",29427
"1510","South Carolina",2018,"Apr",19286
"1511","South Carolina",2018,"May",17103
"1512","South Carolina",2018,"Jun",18597
"1513","South Carolina",2018,"Jul",17434
"1514","South Carolina",2018,"Aug",27280
"1515","South Carolina",2018,"Sep",20159
"1516","South Carolina",2018,"Oct",21279
"1517","South Carolina",2018,"Nov",27082
"1518","South Carolina",2018,"Dec",31823
"1519","South Dakota",2018,"Jan",6556
"1520","South Dakota",2018,"Feb",8086
"1521","South Dakota",2018,"Mar",10135
"1522","South Dakota",2018,"Apr",7040
"1523","South Dakota",2018,"May",5720
"1524","South Dakota",2018,"Jun",5779
"1525","South Dakota",2018,"Jul",5385
"1526","South Dakota",2018,"Aug",7156
"1527","South Dakota",2018,"Sep",7305
"1528","South Dakota",2018,"Oct",9023
"1529","South Dakota",2018,"Nov",9456
"1530","South Dakota",2018,"Dec",9052
"1531","Tennessee",2018,"Jan",55251
"1532","Tennessee",2018,"Feb",66667
"1533","Tennessee",2018,"Mar",71458
"1534","Tennessee",2018,"Apr",53166
"1535","Tennessee",2018,"May",50613
"1536","Tennessee",2018,"Jun",47938
"1537","Tennessee",2018,"Jul",48261
"1538","Tennessee",2018,"Aug",52483
"1539","Tennessee",2018,"Sep",46134
"1540","Tennessee",2018,"Oct",54302
"1541","Tennessee",2018,"Nov",71786
"1542","Tennessee",2018,"Dec",76042
"1543","Texas",2018,"Jan",123042
"1544","Texas",2018,"Feb",155942
"1545","Texas",2018,"Mar",161200
"1546","Texas",2018,"Apr",114704
"1547","Texas",2018,"May",111159
"1548","Texas",2018,"Jun",108008
"1549","Texas",2018,"Jul",122071
"1550","Texas",2018,"Aug",134727
"1551","Texas",2018,"Sep",121366
"1552","Texas",2018,"Oct",112356
"1553","Texas",2018,"Nov",141813
"1554","Texas",2018,"Dec",165244
"1555","Utah",2018,"Jan",21187
"1556","Utah",2018,"Feb",22632
"1557","Utah",2018,"Mar",33649
"1558","Utah",2018,"Apr",29213
"1559","Utah",2018,"May",31638
"1560","Utah",2018,"Jun",29176
"1561","Utah",2018,"Jul",22301
"1562","Utah",2018,"Aug",22634
"1563","Utah",2018,"Sep",18221
"1564","Utah",2018,"Oct",19215
"1565","Utah",2018,"Nov",21266
"1566","Utah",2018,"Dec",24726
"1567","Vermont",2018,"Jan",2268
"1568","Vermont",2018,"Feb",3870
"1569","Vermont",2018,"Mar",6177
"1570","Vermont",2018,"Apr",5081
"1571","Vermont",2018,"May",2818
"1572","Vermont",2018,"Jun",2725
"1573","Vermont",2018,"Jul",2313
"1574","Vermont",2018,"Aug",2781
"1575","Vermont",2018,"Sep",3590
"1576","Vermont",2018,"Oct",3234
"1577","Vermont",2018,"Nov",2964
"1578","Vermont",2018,"Dec",3729
"1579","Virgin Islands",2018,"Jan",137
"1580","Virgin Islands",2018,"Feb",41
"1581","Virgin Islands",2018,"Mar",195
"1582","Virgin Islands",2018,"Apr",133
"1583","Virgin Islands",2018,"May",136
"1584","Virgin Islands",2018,"Jun",116
"1585","Virgin Islands",2018,"Jul",138
"1586","Virgin Islands",2018,"Aug",59
"1587","Virgin Islands",2018,"Sep",99
"1588","Virgin Islands",2018,"Oct",143
"1589","Virgin Islands",2018,"Nov",117
"1590","Virgin Islands",2018,"Dec",122
"1591","Virginia",2018,"Jan",35206
"1592","Virginia",2018,"Feb",47385
"1593","Virginia",2018,"Mar",55765
"1594","Virginia",2018,"Apr",37720
"1595","Virginia",2018,"May",32135
"1596","Virginia",2018,"Jun",32496
"1597","Virginia",2018,"Jul",32931
"1598","Virginia",2018,"Aug",34578
"1599","Virginia",2018,"Sep",33627
"1600","Virginia",2018,"Oct",35497
"1601","Virginia",2018,"Nov",46478
"1602","Virginia",2018,"Dec",52942
"1603","Washington",2018,"Jan",51432
"1604","Washington",2018,"Feb",53915
"1605","Washington",2018,"Mar",66587
"1606","Washington",2018,"Apr",51693
"1607","Washington",2018,"May",46008
"1608","Washington",2018,"Jun",44090
"1609","Washington",2018,"Jul",41040
"1610","Washington",2018,"Aug",44867
"1611","Washington",2018,"Sep",42874
"1612","Washington",2018,"Oct",48505
"1613","Washington",2018,"Nov",65316
"1614","Washington",2018,"Dec",70974
"1615","West Virginia",2018,"Jan",15102
"1616","West Virginia",2018,"Feb",23344
"1617","West Virginia",2018,"Mar",40701
"1618","West Virginia",2018,"Apr",22379
"1619","West Virginia",2018,"May",17108
"1620","West Virginia",2018,"Jun",14127
"1621","West Virginia",2018,"Jul",13136
"1622","West Virginia",2018,"Aug",15366
"1623","West Virginia",2018,"Sep",15411
"1624","West Virginia",2018,"Oct",17523
"1625","West Virginia",2018,"Nov",22695
"1626","West Virginia",2018,"Dec",24786
"1627","Wisconsin",2018,"Jan",36791
"1628","Wisconsin",2018,"Feb",43777
"1629","Wisconsin",2018,"Mar",56482
"1630","Wisconsin",2018,"Apr",41542
"1631","Wisconsin",2018,"May",28841
"1632","Wisconsin",2018,"Jun",26403
"1633","Wisconsin",2018,"Jul",26598
"1634","Wisconsin",2018,"Aug",32732
"1635","Wisconsin",2018,"Sep",33194
"1636","Wisconsin",2018,"Oct",37142
"1637","Wisconsin",2018,"Nov",45446
"1638","Wisconsin",2018,"Dec",43572
"1639","Wyoming",2018,"Jan",3971
"1640","Wyoming",2018,"Feb",5057
"1641","Wyoming",2018,"Mar",6476
"1642","Wyoming",2018,"Apr",5065
"1643","Wyoming",2018,"May",4820
"1644","Wyoming",2018,"Jun",4362
"1645","Wyoming",2018,"Jul",4118
"1646","Wyoming",2018,"Aug",4445
"1647","Wyoming",2018,"Sep",4988
"1648","Wyoming",2018,"Oct",4740
"1649","Wyoming",2018,"Nov",5442
"1650","Wyoming",2018,"Dec",6666
"1651","Alabama",2017,"Jan",41542
"1652","Alabama",2017,"Feb",46251
"1653","Alabama",2017,"Mar",48769
"1654","Alabama",2017,"Apr",32652
"1655","Alabama",2017,"May",33331
"1656","Alabama",2017,"Jun",35687
"1657","Alabama",2017,"Jul",31474
"1658","Alabama",2017,"Aug",35038
"1659","Alabama",2017,"Sep",32019
"1660","Alabama",2017,"Oct",36619
"1661","Alabama",2017,"Nov",47418
"1662","Alabama",2017,"Dec",56545
"1663","Alaska",2017,"Jan",4500
"1664","Alaska",2017,"Feb",5917
"1665","Alaska",2017,"Mar",6971
"1666","Alaska",2017,"Apr",6983
"1667","Alaska",2017,"May",6442
"1668","Alaska",2017,"Jun",6353
"1669","Alaska",2017,"Jul",6487
"1670","Alaska",2017,"Aug",6946
"1671","Alaska",2017,"Sep",6303
"1672","Alaska",2017,"Oct",8080
"1673","Alaska",2017,"Nov",7527
"1674","Alaska",2017,"Dec",8330
"1675","Arizona",2017,"Jan",31366
"1676","Arizona",2017,"Feb",37388
"1677","Arizona",2017,"Mar",38170
"1678","Arizona",2017,"Apr",32052
"1679","Arizona",2017,"May",28734
"1680","Arizona",2017,"Jun",28359
"1681","Arizona",2017,"Jul",25714
"1682","Arizona",2017,"Aug",29376
"1683","Arizona",2017,"Sep",28394
"1684","Arizona",2017,"Oct",29277
"1685","Arizona",2017,"Nov",34541
"1686","Arizona",2017,"Dec",41559
"1687","Arkansas",2017,"Jan",16762
"1688","Arkansas",2017,"Feb",22548
"1689","Arkansas",2017,"Mar",23290
"1690","Arkansas",2017,"Apr",16452
"1691","Arkansas",2017,"May",16749
"1692","Arkansas",2017,"Jun",16614
"1693","Arkansas",2017,"Jul",14015
"1694","Arkansas",2017,"Aug",17517
"1695","Arkansas",2017,"Sep",17747
"1696","Arkansas",2017,"Oct",20327
"1697","Arkansas",2017,"Nov",26049
"1698","Arkansas",2017,"Dec",29559
"1699","California",2017,"Jan",130365
"1700","California",2017,"Feb",129885
"1701","California",2017,"Mar",146592
"1702","California",2017,"Apr",132190
"1703","California",2017,"May",129307
"1704","California",2017,"Jun",130187
"1705","California",2017,"Jul",114595
"1706","California",2017,"Aug",130901
"1707","California",2017,"Sep",123506
"1708","California",2017,"Oct",119395
"1709","California",2017,"Nov",140695
"1710","California",2017,"Dec",142492
"1711","Colorado",2017,"Jan",37047
"1712","Colorado",2017,"Feb",43577
"1713","Colorado",2017,"Mar",45645
"1714","Colorado",2017,"Apr",39989
"1715","Colorado",2017,"May",36008
"1716","Colorado",2017,"Jun",36459
"1717","Colorado",2017,"Jul",33811
"1718","Colorado",2017,"Aug",37150
"1719","Colorado",2017,"Sep",35873
"1720","Colorado",2017,"Oct",40163
"1721","Colorado",2017,"Nov",51473
"1722","Colorado",2017,"Dec",59800
"1723","Connecticut",2017,"Jan",15073
"1724","Connecticut",2017,"Feb",15209
"1725","Connecticut",2017,"Mar",18787
"1726","Connecticut",2017,"Apr",16406
"1727","Connecticut",2017,"May",16149
"1728","Connecticut",2017,"Jun",16504
"1729","Connecticut",2017,"Jul",14525
"1730","Connecticut",2017,"Aug",14019
"1731","Connecticut",2017,"Sep",12117
"1732","Connecticut",2017,"Oct",13201
"1733","Connecticut",2017,"Nov",14334
"1734","Connecticut",2017,"Dec",15455
"1735","Delaware",2017,"Jan",4299
"1736","Delaware",2017,"Feb",5066
"1737","Delaware",2017,"Mar",5527
"1738","Delaware",2017,"Apr",4296
"1739","Delaware",2017,"May",4012
"1740","Delaware",2017,"Jun",3634
"1741","Delaware",2017,"Jul",2981
"1742","Delaware",2017,"Aug",3509
"1743","Delaware",2017,"Sep",3502
"1744","Delaware",2017,"Oct",3692
"1745","Delaware",2017,"Nov",4577
"1746","Delaware",2017,"Dec",5544
"1747","District of Columbia",2017,"Jan",81
"1748","District of Columbia",2017,"Feb",93
"1749","District of Columbia",2017,"Mar",111
"1750","District of Columbia",2017,"Apr",104
"1751","District of Columbia",2017,"May",82
"1752","District of Columbia",2017,"Jun",74
"1753","District of Columbia",2017,"Jul",68
"1754","District of Columbia",2017,"Aug",80
"1755","District of Columbia",2017,"Sep",61
"1756","District of Columbia",2017,"Oct",217
"1757","District of Columbia",2017,"Nov",365
"1758","District of Columbia",2017,"Dec",204
"1759","Florida",2017,"Jan",104576
"1760","Florida",2017,"Feb",117892
"1761","Florida",2017,"Mar",122716
"1762","Florida",2017,"Apr",103641
"1763","Florida",2017,"May",96556
"1764","Florida",2017,"Jun",100508
"1765","Florida",2017,"Jul",92822
"1766","Florida",2017,"Aug",96664
"1767","Florida",2017,"Sep",77390
"1768","Florida",2017,"Oct",103032
"1769","Florida",2017,"Nov",123397
"1770","Florida",2017,"Dec",137355
"1771","Georgia",2017,"Jan",44615
"1772","Georgia",2017,"Feb",53177
"1773","Georgia",2017,"Mar",57235
"1774","Georgia",2017,"Apr",37829
"1775","Georgia",2017,"May",36905
"1776","Georgia",2017,"Jun",39874
"1777","Georgia",2017,"Jul",35085
"1778","Georgia",2017,"Aug",38830
"1779","Georgia",2017,"Sep",35371
"1780","Georgia",2017,"Oct",43293
"1781","Georgia",2017,"Nov",54950
"1782","Georgia",2017,"Dec",64491
"1783","Guam",2017,"Jan",205
"1784","Guam",2017,"Feb",132
"1785","Guam",2017,"Mar",136
"1786","Guam",2017,"Apr",147
"1787","Guam",2017,"May",157
"1788","Guam",2017,"Jun",156
"1789","Guam",2017,"Jul",145
"1790","Guam",2017,"Aug",159
"1791","Guam",2017,"Sep",135
"1792","Guam",2017,"Oct",135
"1793","Guam",2017,"Nov",127
"1794","Guam",2017,"Dec",181
"1795","Hawaii",2017,"Jan",866
"1796","Hawaii",2017,"Feb",1037
"1797","Hawaii",2017,"Mar",1090
"1798","Hawaii",2017,"Apr",888
"1799","Hawaii",2017,"May",1117
"1800","Hawaii",2017,"Jun",1083
"1801","Hawaii",2017,"Jul",1109
"1802","Hawaii",2017,"Aug",1079
"1803","Hawaii",2017,"Sep",948
"1804","Hawaii",2017,"Oct",1235
"1805","Hawaii",2017,"Nov",1171
"1806","Hawaii",2017,"Dec",1119
"1807","Idaho",2017,"Jan",11146
"1808","Idaho",2017,"Feb",14936
"1809","Idaho",2017,"Mar",16675
"1810","Idaho",2017,"Apr",15234
"1811","Idaho",2017,"May",13065
"1812","Idaho",2017,"Jun",20241
"1813","Idaho",2017,"Jul",11871
"1814","Idaho",2017,"Aug",13341
"1815","Idaho",2017,"Sep",14938
"1816","Idaho",2017,"Oct",15130
"1817","Idaho",2017,"Nov",15772
"1818","Idaho",2017,"Dec",19750
"1819","Illinois",2017,"Jan",138008
"1820","Illinois",2017,"Feb",139697
"1821","Illinois",2017,"Mar",163728
"1822","Illinois",2017,"Apr",135507
"1823","Illinois",2017,"May",121746
"1824","Illinois",2017,"Jun",113889
"1825","Illinois",2017,"Jul",108000
"1826","Illinois",2017,"Aug",126921
"1827","Illinois",2017,"Sep",116449
"1828","Illinois",2017,"Oct",122798
"1829","Illinois",2017,"Nov",150588
"1830","Illinois",2017,"Dec",163756
"1831","Indiana",2017,"Jan",80412
"1832","Indiana",2017,"Feb",136193
"1833","Indiana",2017,"Mar",79624
"1834","Indiana",2017,"Apr",63298
"1835","Indiana",2017,"May",54347
"1836","Indiana",2017,"Jun",49689
"1837","Indiana",2017,"Jul",47145
"1838","Indiana",2017,"Aug",47649
"1839","Indiana",2017,"Sep",48524
"1840","Indiana",2017,"Oct",55336
"1841","Indiana",2017,"Nov",75879
"1842","Indiana",2017,"Dec",92261
"1843","Iowa",2017,"Jan",15707
"1844","Iowa",2017,"Feb",15025
"1845","Iowa",2017,"Mar",20026
"1846","Iowa",2017,"Apr",13017
"1847","Iowa",2017,"May",10232
"1848","Iowa",2017,"Jun",8352
"1849","Iowa",2017,"Jul",8801
"1850","Iowa",2017,"Aug",9416
"1851","Iowa",2017,"Sep",9975
"1852","Iowa",2017,"Oct",14012
"1853","Iowa",2017,"Nov",17182
"1854","Iowa",2017,"Dec",19236
"1855","Kansas",2017,"Jan",15049
"1856","Kansas",2017,"Feb",19211
"1857","Kansas",2017,"Mar",17891
"1858","Kansas",2017,"Apr",15139
"1859","Kansas",2017,"May",12337
"1860","Kansas",2017,"Jun",13485
"1861","Kansas",2017,"Jul",13775
"1862","Kansas",2017,"Aug",13097
"1863","Kansas",2017,"Sep",12856
"1864","Kansas",2017,"Oct",15018
"1865","Kansas",2017,"Nov",20460
"1866","Kansas",2017,"Dec",23133
"1867","Kentucky",2017,"Jan",345924
"1868","Kentucky",2017,"Feb",313748
"1869","Kentucky",2017,"Mar",397959
"1870","Kentucky",2017,"Apr",392685
"1871","Kentucky",2017,"May",391740
"1872","Kentucky",2017,"Jun",392002
"1873","Kentucky",2017,"Jul",390494
"1874","Kentucky",2017,"Aug",394718
"1875","Kentucky",2017,"Sep",398706
"1876","Kentucky",2017,"Oct",401155
"1877","Kentucky",2017,"Nov",404508
"1878","Kentucky",2017,"Dec",417841
"1879","Louisiana",2017,"Jan",27709
"1880","Louisiana",2017,"Feb",27684
"1881","Louisiana",2017,"Mar",29310
"1882","Louisiana",2017,"Apr",22065
"1883","Louisiana",2017,"May",21311
"1884","Louisiana",2017,"Jun",23497
"1885","Louisiana",2017,"Jul",20454
"1886","Louisiana",2017,"Aug",24694
"1887","Louisiana",2017,"Sep",27821
"1888","Louisiana",2017,"Oct",27436
"1889","Louisiana",2017,"Nov",35485
"1890","Louisiana",2017,"Dec",41735
"1891","Maine",2017,"Jan",6865
"1892","Maine",2017,"Feb",7731
"1893","Maine",2017,"Mar",9632
"1894","Maine",2017,"Apr",8115
"1895","Maine",2017,"May",7200
"1896","Maine",2017,"Jun",6474
"1897","Maine",2017,"Jul",5837
"1898","Maine",2017,"Aug",7751
"1899","Maine",2017,"Sep",8715
"1900","Maine",2017,"Oct",10328
"1901","Maine",2017,"Nov",8578
"1902","Maine",2017,"Dec",9364
"1903","Mariana Islands",2017,"Jan",2
"1904","Mariana Islands",2017,"Feb",0
"1905","Mariana Islands",2017,"Mar",11
"1906","Mariana Islands",2017,"Apr",13
"1907","Mariana Islands",2017,"May",12
"1908","Mariana Islands",2017,"Jun",12
"1909","Mariana Islands",2017,"Jul",13
"1910","Mariana Islands",2017,"Aug",27
"1911","Mariana Islands",2017,"Sep",16
"1912","Mariana Islands",2017,"Oct",9
"1913","Mariana Islands",2017,"Nov",21
"1914","Mariana Islands",2017,"Dec",23
"1915","Maryland",2017,"Jan",13368
"1916","Maryland",2017,"Feb",14852
"1917","Maryland",2017,"Mar",15769
"1918","Maryland",2017,"Apr",13182
"1919","Maryland",2017,"May",11660
"1920","Maryland",2017,"Jun",10945
"1921","Maryland",2017,"Jul",10088
"1922","Maryland",2017,"Aug",11561
"1923","Maryland",2017,"Sep",11255
"1924","Maryland",2017,"Oct",13651
"1925","Maryland",2017,"Nov",16266
"1926","Maryland",2017,"Dec",16062
"1927","Massachusetts",2017,"Jan",19996
"1928","Massachusetts",2017,"Feb",18130
"1929","Massachusetts",2017,"Mar",21059
"1930","Massachusetts",2017,"Apr",17866
"1931","Massachusetts",2017,"May",16651
"1932","Massachusetts",2017,"Jun",15841
"1933","Massachusetts",2017,"Jul",12900
"1934","Massachusetts",2017,"Aug",16258
"1935","Massachusetts",2017,"Sep",15460
"1936","Massachusetts",2017,"Oct",16842
"1937","Massachusetts",2017,"Nov",17548
"1938","Massachusetts",2017,"Dec",17941
"1939","Michigan",2017,"Jan",39067
"1940","Michigan",2017,"Feb",48382
"1941","Michigan",2017,"Mar",54452
"1942","Michigan",2017,"Apr",41939
"1943","Michigan",2017,"May",38548
"1944","Michigan",2017,"Jun",37088
"1945","Michigan",2017,"Jul",33378
"1946","Michigan",2017,"Aug",39255
"1947","Michigan",2017,"Sep",36944
"1948","Michigan",2017,"Oct",44262
"1949","Michigan",2017,"Nov",54350
"1950","Michigan",2017,"Dec",45578
"1951","Minnesota",2017,"Jan",85322
"1952","Minnesota",2017,"Feb",62051
"1953","Minnesota",2017,"Mar",77749
"1954","Minnesota",2017,"Apr",71484
"1955","Minnesota",2017,"May",55570
"1956","Minnesota",2017,"Jun",44775
"1957","Minnesota",2017,"Jul",41186
"1958","Minnesota",2017,"Aug",46613
"1959","Minnesota",2017,"Sep",44552
"1960","Minnesota",2017,"Oct",55012
"1961","Minnesota",2017,"Nov",48087
"1962","Minnesota",2017,"Dec",51143
"1963","Mississippi",2017,"Jan",17113
"1964","Mississippi",2017,"Feb",24043
"1965","Mississippi",2017,"Mar",24421
"1966","Mississippi",2017,"Apr",16803
"1967","Mississippi",2017,"May",15680
"1968","Mississippi",2017,"Jun",17154
"1969","Mississippi",2017,"Jul",14388
"1970","Mississippi",2017,"Aug",21963
"1971","Mississippi",2017,"Sep",17491
"1972","Mississippi",2017,"Oct",19080
"1973","Mississippi",2017,"Nov",28188
"1974","Mississippi",2017,"Dec",35528
"1975","Missouri",2017,"Jan",39098
"1976","Missouri",2017,"Feb",50850
"1977","Missouri",2017,"Mar",52928
"1978","Missouri",2017,"Apr",40019
"1979","Missouri",2017,"May",34965
"1980","Missouri",2017,"Jun",36752
"1981","Missouri",2017,"Jul",32415
"1982","Missouri",2017,"Aug",37449
"1983","Missouri",2017,"Sep",37571
"1984","Missouri",2017,"Oct",43987
"1985","Missouri",2017,"Nov",56129
"1986","Missouri",2017,"Dec",62810
"1987","Montana",2017,"Jan",7994
"1988","Montana",2017,"Feb",10386
"1989","Montana",2017,"Mar",12396
"1990","Montana",2017,"Apr",10293
"1991","Montana",2017,"May",9418
"1992","Montana",2017,"Jun",9901
"1993","Montana",2017,"Jul",7890
"1994","Montana",2017,"Aug",9618
"1995","Montana",2017,"Sep",10283
"1996","Montana",2017,"Oct",11673
"1997","Montana",2017,"Nov",11107
"1998","Montana",2017,"Dec",12979
"1999","Nebraska",2017,"Jan",6205
"2000","Nebraska",2017,"Feb",7122
"2001","Nebraska",2017,"Mar",7337
"2002","Nebraska",2017,"Apr",5745
"2003","Nebraska",2017,"May",5025
"2004","Nebraska",2017,"Jun",4265
"2005","Nebraska",2017,"Jul",4266
"2006","Nebraska",2017,"Aug",5209
"2007","Nebraska",2017,"Sep",5345
"2008","Nebraska",2017,"Oct",6543
"2009","Nebraska",2017,"Nov",8303
"2010","Nebraska",2017,"Dec",8953
"2011","Nevada",2017,"Jan",10013
"2012","Nevada",2017,"Feb",11765
"2013","Nevada",2017,"Mar",14158
"2014","Nevada",2017,"Apr",10588
"2015","Nevada",2017,"May",9803
"2016","Nevada",2017,"Jun",10602
"2017","Nevada",2017,"Jul",8310
"2018","Nevada",2017,"Aug",9035
"2019","Nevada",2017,"Sep",9460
"2020","Nevada",2017,"Oct",10198
"2021","Nevada",2017,"Nov",12064
"2022","Nevada",2017,"Dec",13626
"2023","New Hampshire",2017,"Jan",12067
"2024","New Hampshire",2017,"Feb",12282
"2025","New Hampshire",2017,"Mar",13529
"2026","New Hampshire",2017,"Apr",10792
"2027","New Hampshire",2017,"May",8868
"2028","New Hampshire",2017,"Jun",9184
"2029","New Hampshire",2017,"Jul",8333
"2030","New Hampshire",2017,"Aug",9313
"2031","New Hampshire",2017,"Sep",10689
